ano,id_municipio,rede,etapa,ideb,tdi,taxa_aprovacao,taxa_reprovacao,taxa_abandono,hrs_aula,ano_pib,pib,populacao,pib_pc,pib_pc_mil,log_pib,grupo_pib
2023,2911808,estadual,EF anos finais,NA,NA,NA,NA,NA,NA,2022,284897000,19049,14956.008189406268,14.956008189406267,9.612868383663468,Abaixo da mediana
2023,2916203,estadual,EF anos finais,NA,NA,NA,NA,NA,NA,2022,125798000,10341,12164.974373851659,12.16497437385166,9.406316148668068,Abaixo da mediana
2023,2921005,estadual,EF anos finais,NA,NA,NA,NA,NA,NA,2022,1657803000,42566,38946.64755908472,38.94664755908472,10.56994797722453,Acima da mediana
2023,2932200,estadual,EF anos finais,NA,NA,NA,NA,NA,NA,2022,289446000,17596,16449.53398499659,16.449533984996588,9.708052426612701,Abaixo da mediana
2023,3105103,municipal,EF anos finais,NA,14.633333333333336,100,6.3,3.5,100,2022,849036000,23546,36058.60868087998,36.05860868087998,10.49290091256536,Acima da mediana
2023,3115458,municipal,EF anos finais,NA,22.5,95.2,NA,2.8333333333333335,NA,2022,106418000,7030,15137.69559032717,15.13769559032717,9.62494330869131,Abaixo da mediana
2023,3115607,municipal,EF anos finais,NA,20,100,4.6,0,NA,2022,24733000,1081,22879.740980573544,22.879740980573544,10.038007124650525,Abaixo da mediana
2023,3142908,municipal,EF anos finais,NA,16,93.2,4.5,4.9,NA,2022,281700000,20328,13857.733175914995,13.857733175914994,9.5365987078466,Abaixo da mediana
2023,3157377,municipal,EF anos finais,NA,16.5,88,4.5,18.433333333333337,NA,2022,53727000,3910,13740.920716112532,13.740920716112532,9.528133573437575,Abaixo da mediana
2023,3305703,municipal,EF anos finais,NA,19,88.7,4.5,0,100,2022,675215000,15206,44404.51137708799,44.40451137708799,10.701096350850687,Acima da mediana
2023,3501202,municipal,EF anos finais,NA,16,100,5.3,16.9,NA,2022,135134000,3915,34516.98595146871,34.51698595146871,10.449206828276104,Acima da mediana
2023,3514304,estadual,EF anos finais,NA,NA,NA,NA,NA,NA,2022,856063000,8096,105739.00691699605,105.73900691699605,11.568729138001402,Acima da mediana
2023,4200408,municipal,EF anos finais,NA,13.833333333333334,100,5.1,2.6666666666666665,47.1,2022,755267000,6508,116052.0897357099,116.0520897357099,11.661794418741747,Acima da mediana
2023,4200903,estadual,EF anos finais,NA,27,100,4.033333333333333,19.2,NA,2022,147479000,5358,27525.00933184024,27.52500933184024,10.222850300622257,Acima da mediana
2023,4203154,municipal,EF anos finais,NA,22.166666666666668,100,4.7,4.266666666666667,NA,2022,105794000,3443,30727.272727272728,30.727272727272727,10.332905901666786,Acima da mediana
2023,4205431,estadual,EF anos finais,NA,NA,100,4,7.7,NA,2022,87118000,2682,32482.47576435496,32.48247576435496,10.388456015642705,Acima da mediana
2023,4207684,municipal,EF anos finais,NA,15.5,100,4,14.266666666666667,NA,2022,378147000,7730,48919.40491591203,48.91940491591203,10.797929425293598,Acima da mediana
2023,4218509,estadual,EF anos finais,NA,NA,61.5,4,23.1,NA,2022,983841000,8787,111965.5172413793,111.9655172413793,11.62594622109851,Acima da mediana
